indicator_code,indicator_name,country_code,country,year,value
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2020,28719378963.4242
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2019,32990913803.9215
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2018,30109616181.9608
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2017,32382310923.5295
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2016,25837332459.9222
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2015,24267265943.75
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2014,36302612432.1567
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2013,35296065010.1962
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2012,32778813385.5469
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2011,35354271468.8717
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2010,26904094033.3334
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2009,23320762093.75
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2008,31875683274.2187
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2007,28641620541.5687
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2006,21829841145.8823
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2005,21007708339.2996
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2004,27064826604.6333
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2003,21021484727.8431
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2002,18949297458.8236
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2001,21302548312.9922
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,2000,19594440227.451
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1999,21272897899.6139
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1998,21970656885.6285
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1997,22988946537.3336
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1996,26749415128.6717
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1995,26766753104.9543
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1994,22005544172.5925
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1993,20328877321.6609
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1992,21174702567.3137
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1991,20070713022.9817
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1990,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1989,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1988,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1987,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1986,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1985,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1984,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1983,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1982,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1981,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1980,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1979,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1978,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1977,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1976,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1975,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1974,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1973,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1972,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1971,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1970,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1969,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1968,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1967,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1966,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1965,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1964,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1963,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1962,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1961,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DEU,Germany,1960,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2025,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2024,3938410354.45536
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2023,4199760967.83867
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2022,4010287024.84266
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2021,4390177596.2688
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2020,4756636352.81684
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2019,4287217763.41859
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2018,3542434429.64957
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2017,4177822820.20124
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2016,2899538164.56725
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2015,2740930792.05839
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2014,4775332414.74337
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2013,4330772642.10027
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2012,5286138509.21007
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2011,4367051357.99719
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2010,3830881878.35333
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2009,2603362122.03175
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2008,2987801337.75328
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2007,3747722504.91394
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2006,3249897087.50925
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2005,2997691140.42255
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2004,4023773764.41722
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2003,3466352141.11147
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2002,3137456774.79828
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2001,3808458331.3308
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,2000,3526171270.92328
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1999,3416224305.49583
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1998,3755357867.71729
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1997,4527808615.33803
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1996,5185420007.93281
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1995,5232780237.04127
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1994,4027212998.7737
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1993,3816330295.03848
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1992,4237910571.39544
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1991,4198515125.45924
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1990,4534564683.45021
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1989,3935683428.63396
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1988,3653735274.45592
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1987,3776453225.73571
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1986,3415085650.72303
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1985,2643793930.01397
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1984,2750392696.44478
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1983,2444755166.75779
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1982,2810700998.51183
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1981,2679007356.03785
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1980,2898076970.8476
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1979,2795918646.64512
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1978,2842504624.08878
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1977,2321732409.38166
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1976,1915465177.83292
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1975,1786657965.264
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1974,1761432016.93219
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1973,1621422927.51467
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1972,1111862633.64655
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1971,869905471.09597
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1970,786211200.0
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1969,866552933.333333
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1968,729874800.0
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1967,751541209.504913
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1966,798142817.013683
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1965,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1964,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1963,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1962,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1961,
NV.AGR.TOTL.CD,agri_value_added_current_usd,DNK,Denmark,1960,
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2025,
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2024,41079261216.3281
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2023,45377924868.8243
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2022,48075145391.2453
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2021,43409171408.5264
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2020,38671219441.0896
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2019,38344688699.6078
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2018,42588762487.0588
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2017,37149226583.8824
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2016,33053676613.7744
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2015,36725209533.5547
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2014,41818281988.4704
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2013,38338119379.0197
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2012,40941204296.8359
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2011,44530736473.7355
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2010,39716747901.6667
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2009,33276161108.125
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2008,41569579644.2969
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2007,40281501672.0393
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2006,33077369847.1764
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2005,34695189515.9533
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2004,36292342769.6526
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2003,32033557377.5686
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2002,28412599303.5295
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2001,27438506206.2992
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,2000,27008185797.1765
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1999,31473870592.8186
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1998,33464198354.4585
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1997,32110699033.4907
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1996,36378894730.0936
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1995,36903535287.1599
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1994,31467982041.5879
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1993,28543317118.3692
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1992,34176579925.6506
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1991,31118707127.0782
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1990,37452114203.1081
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1989,30094077729.7964
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1988,27222112102.1914
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1987,27072356215.2134
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1986,23393503172.6489
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1985,17249598481.5302
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1984,16622232229.9782
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1983,18789482743.7817
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1982,22204810859.3672
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1981,20342305371.1527
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1980,23722601676.498
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1979,23812519272.2788
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1978,19816569767.4419
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1977,16582909868.9489
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1976,15860147500.6829
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1975,16275508643.1085
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1974,14506001091.1075
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1973,16914702416.0283
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1972,13048504551.3654
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1971,9540546939.74192
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1970,9315341915.67261
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1969,8955984750.43179
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1968,9008836605.56395
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1967,8536771175.88223
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1966,7931576120.37978
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1965,7524348272.93411
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1964,7148210577.62622
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1963,7126553762.2482
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1962,7086827456.73882
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1961,5854913394.25391
NV.AGR.TOTL.CD,agri_value_added_current_usd,FRA,France,1960,6287916837.91637
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2025,
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2024,23519500335.4917
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2023,22172948816.6197
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2022,21667647999.5659
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2021,22304747489.8572
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2020,18625651133.7066
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2019,16590824084.4111
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2018,16313099715.5746
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2017,16360305655.1203
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2016,15983593230.1979
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2015,18661804860.2849
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2014,22768348601.132
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2013,17925131548.3264
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2012,16992419503.3559
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2011,18841901261.0314
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2010,14124369176.3494
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2009,16541517370.3069
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2008,19727941176.4706
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2007,17178871548.6194
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2006,15639374425.023
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2005,13960000000.0
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2004,18015378982.0579
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2003,17133061224.4898
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2002,16110611510.7914
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2001,12560817619.1162
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,2000,13458919655.0159
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1999,14508979129.5907
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1998,15526664458.4299
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1997,14846103470.8579
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1996,15260530421.2168
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1995,16594603124.5069
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1994,14748103764.9219
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1993,13276837132.5735
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1992,14626286416.2864
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1991,14286835978.836
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1990,13931420454.5455
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1989,
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1988,
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1987,
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1986,
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1985,
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1984,
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1983,
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1982,
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1981,
NV.AGR.TOTL.CD,agri_value_added_current_usd,GBR,United Kingdom,1980,
